,0,AAPL,SPY
2018-04-11,0.0279,-0.004675324675324721,-0.005205779169338731
2018-04-12,0.028300000000000002,0.00985850150777079,0.008305714610746806
2018-04-13,0.0282,0.0028712530148156112,-0.0029721666353892395
2018-04-16,0.028300000000000002,0.006756756756756799,0.008524763305797656
2018-04-17,0.0282,0.01376407689682635,0.010322773684407371
2018-04-18,0.0287,-0.002244165170556589,0.0008884611113169072
2018-04-19,0.0292,-0.028340080971659853,-0.0055479528054147575
2018-04-20,0.0296,-0.0409722222222223,-0.008219585673373664
2018-04-23,0.0298,-0.002896451846488013,-0.00033750843771107597
2018-04-24,0.03,-0.013919147906076068,-0.013242300333870971
2018-04-25,0.030299999999999997,0.004357432183625942,0.0022430048661798985
2018-04-26,0.03,0.003483043079743231,0.009900238971285669
2018-04-27,0.0296,-0.011569845329436168,0.0012770432692306155
2018-04-30,0.029500000000000002,0.01811237062592408,-0.007689999249756219
2018-05-01,0.0297,0.023236112791964247,0.0016255245151779452
2018-05-02,0.0297,0.04417504435245423,-0.0067557367149757575
2018-05-03,0.0294,0.0018123123973494693,-0.0022038986206636135
2018-05-04,0.029500000000000002,0.039233421900616294,0.012681366388666904
2018-05-07,0.029500000000000002,0.007234945329924303,0.0037605294825511226
2018-05-08,0.0297,0.004806653704903852,-0.0001123932264349703
2018-05-09,0.03,0.0070411179790379474,0.00966690396792691
2018-05-10,0.0297,0.014304013663535287,0.009388800237503103
2018-05-11,0.0297,-0.007629972637339444,0.0023529411764704466
2018-05-14,0.03,-0.002333103557982885,0.0011370305164319916
2018-05-15,0.0308,-0.009088493223491922,-0.007034255358124297
2018-05-16,0.030899999999999997,0.009332761210040896,0.004132383868944434
2018-05-17,0.0311,-0.006323732596450249,-0.0005144221936431714
2018-05-18,0.030600000000000002,-0.003636558104711529,-0.0024631447373258952
2018-05-21,0.030600000000000002,0.007084965917020014,0.007444534532321301
2018-05-22,0.030600000000000002,-0.0018653733411501117,-0.0028533801580334917
2018-05-23,0.0301,0.005766766339171392,0.002898231711791155
2018-05-24,0.0298,-0.0011148863877681325,-0.0019387643121046017
2018-05-25,0.029300000000000003,0.002285410576667646,-0.0023090455944876354
2018-05-29,0.0277,-0.0036058967016651122,-0.011351530068696825
2018-05-30,0.028399999999999998,-0.002128791910590788,0.012893876337693122
2018-05-31,0.028300000000000002,-0.0033600000000000296,-0.006529953409882827
2018-06-01,0.028900000000000002,0.018033927329159427,0.010339352313430084
2018-06-04,0.0294,0.008357863751051298,0.004678191586564795
2018-06-05,0.0292,0.007715164468539815,0.0010913456291608004
2018-06-06,0.0297,0.003465935543944809,0.008139830662451386
2018-06-07,0.029300000000000003,-0.002680688730796854,-0.00021627077100527803
2018-06-08,0.029300000000000003,-0.00909748785278619,0.0030644986840682176
2018-06-11,0.0296,-0.0024517475221700336,0.0012939400474443197
2018-06-12,0.0296,0.005490770276630252,0.0013999569244025345
2018-06-13,0.0298,-0.008217183274391582,-0.0034412302398109107
2018-06-14,0.0294,0.000524383848977461,0.002409985252329161
2018-06-15,0.029300000000000003,-0.010272536687631062,-0.005920769341180021
2018-06-18,0.0292,-0.0005295488244015933,-0.0015882756380175556
2018-06-19,0.028900000000000002,-0.01615979654551236,-0.004013160273328653
2018-06-20,0.029300000000000003,0.00436210889116273,0.0019239146217511216
2018-06-21,0.028999999999999998,-0.005576407506702408,-0.006412811130031448
2018-06-22,0.028999999999999998,-0.00291167906826284,0.0018961493582263511
2018-06-25,0.0287,-0.014871295695435882,-0.013429902460329046
2018-06-26,0.0288,0.012405994400834564,0.001881432840225683
2018-06-27,0.028300000000000002,-0.001463970069945253,-0.006554238161867509
2018-06-28,0.028399999999999998,0.0072762814943527765,0.00411415863602671
2018-06-29,0.0285,-0.0021024258760107273,0.001587242995828797
2018-07-02,0.0287,0.011182540111285055,0.0018427065674062604
2018-07-03,0.028300000000000002,-0.01741639064002576,-0.0035314891112417923
2018-07-05,0.028399999999999998,0.008046976946498585,0.00790017720023628
2018-07-06,0.0282,0.013861920172599795,0.008570800673943335
2018-07-09,0.0286,0.0138851944459224,0.009224288204532138
2018-07-10,0.0287,-0.0012068422709624604,0.003274559193954696
2018-07-11,0.0285,-0.012976096664039871,-0.006814676661525687
2018-07-12,0.0285,0.017191824568873804,0.008594850312375835
2018-07-13,0.028300000000000002,0.001151169483543546,0.000966737083318403
2018-07-16,0.0285,-0.002195160194428558,-0.0006080984404064349
2018-07-17,0.0286,0.002828557959247746,0.0037223952181539843
2018-07-18,0.0288,-0.005484460694698212,0.0022465499411616907
2018-07-19,0.028399999999999998,0.007773109243697451,-0.00391375507009184
2018-07-20,0.028900000000000002,-0.002293099854075442,-0.0008572653236175176
2018-07-23,0.0296,0.0008880066861680636,0.0018590018590018964
2018-07-24,0.029500000000000002,0.007254318668127979,0.0046745646588637335
2018-07-25,0.0294,0.009430051813471563,0.009199076540578943
2018-07-26,0.0298,-0.0031310953700851574,-0.002956289153234204
2018-07-27,0.0296,-0.016631481386128466,-0.006494881750794268
2018-07-30,0.0298,-0.0056026809089956275,-0.005542528245576661
2018-07-31,0.0296,0.002000947817387244,0.004608788853161849
2018-08-01,0.03,0.05891008460770397,-0.001066894270777774
2018-08-02,0.0298,0.02923076923076917,0.005233365374345933
2018-08-03,0.029500000000000002,0.0028930999566036952,0.004462388440289011
2018-08-06,0.0294,0.005192557334487091,0.003666878217333025
2018-08-07,0.0298,-0.009374850528531042,0.003231925806224778
2018-08-08,0.0296,0.0006759692916806781,-0.0004902304082918807
2018-08-09,0.029300000000000003,0.007864897466827392,-0.0012261771300449142
2018-08-10,0.0287,-0.006463040980467238,-0.006769791995509977
2018-08-13,0.0288,0.0064568977979087006,-0.0038140980364459454
2018-08-14,0.028900000000000002,0.00421314693349939,0.0061684628474192316
2018-08-15,0.0286,0.002336114421930935,-0.007293354943273878
2018-08-16,0.0287,0.014649923896499217,0.008269742679680503
2018-08-17,0.0287,0.01996999812488287,0.003308927062799283
2018-08-20,0.0282,-0.009743542605018862,0.0023156269735458146
2018-08-21,0.0285,-0.0019493177387914784,0.0020652478297393806
2018-08-22,0.0282,4.650297619046562e-05,-0.00020959234289308348
2018-08-23,0.0282,0.002046035805626678,-0.0014674539673664722
2018-08-24,0.0282,0.003109193001995303,0.006053395850099674
2018-08-27,0.0285,0.008234641006661825,0.007686421814134814
2018-08-28,0.0288,0.008075617142332625,0.00037793808028152576
2018-08-29,0.028900000000000002,0.01492944924897599,0.005556523524226309
2018-08-30,0.0286,0.009193649654677616,-0.0038771658946645804
2018-08-31,0.0286,0.011554015020219577,-0.00017222375310010918
2018-09-04,0.028999999999999998,0.003206958660985082,-0.001481379405381178
2018-09-05,0.028999999999999998,-0.006524785426519575,-0.0026566381451834653
2018-09-06,0.0288,-0.01661744611451499,-0.0031480264295844496
2018-09-07,0.0294,-0.008068130883012059,-0.0021862853970018303
2018-09-10,0.0294,-0.01342069588793493,0.0019476228567454346
2018-09-11,0.0298,0.025282828745476937,0.0036099829914264525
2018-09-12,0.0297,-0.012419030600848813,0.00017293259087614032
2018-09-13,0.0297,0.024155244945039955,0.005602047167853952
2018-09-14,0.029900000000000003,-0.01135108873282975,0.0004126547455296503
2018-09-17,0.029900000000000003,-0.026626161543960025,-0.0052248040698474885
2018-09-18,0.0305,0.0016522856618321757,0.005252246026261398
2018-09-19,0.0308,0.0005956744868034214,0.0011343324625325835
2018-09-20,0.030699999999999998,0.007601776800842508,0.007828326180257417
2018-09-21,0.030699999999999998,-0.010771258464754796,-0.005076142131979489
2018-09-24,0.0308,0.014380226040613842,-0.003287220928640089
2018-09-25,0.031,0.0063408668870872376,-0.0013054830287205776
2018-09-26,0.030600000000000002,-0.007966155092488436,-0.003078775369796949
2018-09-27,0.030600000000000002,0.020551674076762616,0.0030192715791652613
2018-09-28,0.0305,0.003511891531451594,-0.00037842300811896656
2018-10-01,0.030899999999999997,0.006733410117834682,0.0038889080083972516
2018-10-02,0.0305,0.008888497755874303,-0.0003085361672950926
2018-10-03,0.0315,0.01216852756454978,0.0005143856520695156
2018-10-04,0.0319,-0.017580902313956925,-0.007643268439813555
2018-10-05,0.0323,-0.016228781964121253,-0.0059406624529408925
2018-10-09,0.0321,0.013853510300755323,-0.0011118832522585276
2018-10-10,0.0322,-0.046326089831180806,-0.032037011270349414
2018-10-11,0.031400000000000004,-0.00882787946015906,-0.020591511841017596
2018-10-12,0.0315,0.035719281883889176,0.012732076025537387
2018-10-15,0.0316,-0.021385799828913643,-0.0055070468461286826
2018-10-16,0.0316,0.022037173352962736,0.020947939815658234
2018-10-17,0.0319,-0.004321404456448352,0.0006423065943477191
2018-10-18,0.0317,-0.023373570233735652,-0.014371300192568381
2018-10-19,0.032,0.015230071289695335,-0.0007608813632908884
2018-10-22,0.032,0.006110072500113972,-0.0041628693202290235
2018-10-23,0.0317,0.009426693859052815,-0.005490310147983846
2018-10-24,0.031,-0.034301620796480026,-0.030381690552793272
2018-10-25,0.031400000000000004,0.021897810218978186,0.01809886505033753
2018-10-26,0.0308,-0.015923566878980888,-0.017740083700603537
2018-10-29,0.0308,-0.018770226537216828,-0.005768795716763586
2018-10-30,0.031200000000000002,0.004994346023369678,0.015889870681482066
2018-10-31,0.0315,0.026066572902015972,0.010489771539495374
2018-11-01,0.031400000000000004,0.015352279996344587,0.009900624330414942
2018-11-02,0.0322,-0.06633066330663306,-0.005743132018875441
2018-11-05,0.032,-0.028388278388278287,0.00614422369389267
2018-11-06,0.0322,0.010814028473634663,0.0059970014992503096
2018-11-07,0.0322,0.030328311331403013,0.021409617970993278
2018-11-08,0.032400000000000005,-0.006954036675398845,-0.001850533807829069
2018-11-09,0.0319,-0.019281500311765565,-0.009483742156303543
2018-11-13,0.031400000000000004,-0.009991244785497289,-0.0016129653790466492
2018-11-14,0.031200000000000002,-0.02824741195442948,-0.006947507719453183
2018-11-15,0.0311,0.02467880085653107,0.010586711086433498
2018-11-16,0.0308,0.011075701374013924,0.0026372660342113274
2018-11-19,0.030600000000000002,-0.03963209838267967,-0.016841413071274625
2018-11-20,0.030600000000000002,-0.047777897342085596,-0.01846759809750309
2018-11-21,0.030600000000000002,-0.0005085320375183278,0.0033314404694302358
2018-11-23,0.0305,-0.02600486177850636,-0.006452099762290997
2018-11-26,0.030699999999999998,0.013523710023797264,0.015608385234695543
2018-11-27,0.030600000000000002,-0.0021761539342571856,0.003215794787420956
2018-11-28,0.030600000000000002,0.038452708907254385,0.022624771702262514
2018-11-29,0.030299999999999997,-0.0076821045650491415,-0.001494386936871317
2018-11-30,0.0301,-0.005402394876079075,0.006333272494980946
2018-12-03,0.0298,0.03494232276850706,0.01296769864156544
2018-12-04,0.0291,-0.043988745806730845,-0.031762515218792586
2018-12-06,0.0287,-0.011149470824608043,-0.0022929842079958407
2018-12-07,0.0285,-0.03565705128205121,-0.022648923156763034
2018-12-10,0.0285,0.006587928066947413,0.0015550329970415167
2018-12-11,0.028900000000000002,-0.005719339622641484,0.0001514749876927457
2018-12-12,0.0291,0.0027871671707289103,0.005376547650600028
2018-12-13,0.0291,0.010940272028385545,-0.0005649079200089613
2018-12-14,0.028900000000000002,-0.031997660134542305,-0.018124952897731528
2018-12-17,0.0286,-0.009306260575296044,-0.020723797827838952
2018-12-18,0.0282,0.01299255825301926,-0.0002351373594073891
2018-12-19,0.0277,-0.031191666164870235,-0.015953902238250217
2018-12-20,0.0279,-0.025234632357511222,-0.01565487571701707
2018-12-21,0.0279,-0.038895619460562525,-0.02630407510825139
2018-12-24,0.0274,-0.02587407947986453,-0.02593408420265164
2018-12-26,0.0281,0.07042157597221266,0.04923625037334123
2018-12-27,0.0277,-0.006489788127505114,0.00935506761633853
2018-12-28,0.027200000000000002,0.00051232788984934,-0.0019338463397929884
2018-12-31,0.0269,0.010369327273891171,0.009486134097606458
2019-01-02,0.026600000000000002,0.00044345898004438666,0.0005998080614202372
2019-01-03,0.0256,-0.09960739614994929,-0.024297646165527653
2019-01-04,0.026699999999999998,0.042689359307968244,0.033749744009829996
2019-01-07,0.027000000000000003,-0.0022258195062726527,0.007528032013946584
2019-01-08,0.0273,0.019063070371121427,0.009162766919658782
2019-01-09,0.0274,0.01698175787728018,0.005065856129685908
2019-01-10,0.0274,0.003196138542821858,0.004109801488833664
2019-01-11,0.0271,-0.009817945383615245,-0.0006564213452776579
2019-01-14,0.0271,-0.015037100269223114,-0.005641203972025721
2019-01-15,0.027200000000000002,0.020466666666666633,0.011190985039829071
2019-01-16,0.0273,0.012216632913046421,0.0028052107750833333
2019-01-17,0.0275,0.005937782367368083,0.007817290006131294
2019-01-18,0.0279,0.0061593737969971585,0.013003802281368992
2019-01-22,0.0274,-0.022446116566764318,-0.013062082426244292
2019-01-23,0.0276,0.00404435746901477,0.0015592910930251058
2019-01-24,0.027200000000000002,-0.007926195426195437,0.0009493070058856912
2019-01-25,0.0276,0.03313686967910945,0.008270106221547557
2019-01-28,0.0275,-0.009254563894523171,-0.007525020693806894
2019-01-29,0.027200000000000002,-0.010364683301343547,-0.0009856698764121319
2019-01-30,0.027000000000000003,0.06833462632531684,0.014875531268973896
2019-01-31,0.0263,0.007201210287443249,0.008861800777744566
2019-02-01,0.027000000000000003,0.0004806536890171742,0.0010007041992512455
2019-02-04,0.0273,0.02840499639682914,0.007146030805687209
2019-02-05,0.0271,0.017109489051094995,0.004227785743171397
2019-02-06,0.027000000000000003,0.0003444712366518221,-0.0012080831746963394
2019-02-07,0.0265,-0.018939393939394034,-0.00974966096103791
2019-02-08,0.0263,-0.003100503100503138,0.0013695080875004706
2019-02-11,0.0265,-0.005750836218531674,0.000554446662230923
2019-02-12,0.0268,0.008617128017470277,0.012449665669215682
2019-02-13,0.0271,-0.004154719410146779,0.0032474640589650328
2019-02-14,0.026600000000000002,0.003643201316253508,-0.0017821422076741422
2019-02-15,0.026600000000000002,-0.0022248243559720438,0.010639073088974715
2019-02-19,0.0265,0.002992606501584394,0.0018025812964164167
2019-02-20,0.0265,0.006435382905282783,0.0019792716280409017
2019-02-21,0.0269,-0.0056385514154507765,-0.0034838199906620515
2019-02-22,0.0265,0.011048754822869045,0.006127009298637853
2019-02-25,0.026699999999999998,0.00740098294304703,0.0015403352915888124
2019-02-26,0.0264,0.000573953968891816,-0.0008941664580278674
2019-02-27,0.0269,0.0030975735673721694,-0.0005727786926325029
2019-02-28,0.0273,-0.009835878080860061,-0.0018984167920339523
2019-03-01,0.0276,0.010511117528154701,0.006316167234882597
2019-03-04,0.027200000000000002,0.005029433617191437,-0.003673192824792393
2019-03-05,0.027200000000000002,-0.0018197327267557295,-0.0011453933710358077
2019-03-06,0.0269,-0.005754002164872096,-0.006163549057550455
2019-03-07,0.0264,-0.011574604629841945,-0.007968558448114171
2019-03-08,0.0262,0.002376811594202888,-0.002326173081815819
2019-03-11,0.0264,0.03464229946214803,0.014536048672082913
2019-03-12,0.026099999999999998,0.01123532699832297,0.0034472852628555373
2019-03-13,0.026099999999999998,0.004422088331214491,0.006763527054108209
2019-03-14,0.0263,0.01111661438555922,-0.00046209078306613804
2019-03-15,0.0259,0.013008218581614495,0.0004978662873398321
2019-03-18,0.026000000000000002,0.010208467655276277,0.0038387715930903177
2019-03-19,0.026099999999999998,-0.007924688862886997,0.00031867431485022024
2019-03-20,0.0254,0.008738540717310839,-0.003575094686913749
2019-03-21,0.0254,0.036830357142857206,0.01094138543516876
2019-03-22,0.024399999999999998,-0.020708390999025994,-0.018413100007027894
2019-03-25,0.024300000000000002,-0.012091075634650617,-0.0012171547218442491
2019-03-26,0.0241,-0.010331673201229297,0.007311827956989259
2019-03-27,0.0239,0.00899405749772475,-0.0053017364076288764
2019-03-28,0.0239,0.0013264710564016013,0.0041495260239670095
2019-03-29,0.0241,0.006517592200084632,0.006198567917067521
2019-04-01,0.024900000000000002,0.006791260858120651,0.011648079306072034
2019-04-02,0.0248,0.01453670780171512,0.0008749212570868803
2019-04-03,0.0252,0.006854963405834358,0.0016084478478268771
2019-04-04,0.025099999999999997,0.0017404658305606446,0.002548437772735168
2019-04-05,0.025,0.006694261331698037,0.004666063096315787
2019-04-08,0.0252,0.015736040609137136,0.0009704699847499221
2019-04-09,0.025099999999999997,-0.0029985007496251548,-0.005090027700831112
2019-04-10,0.0248,0.0056140350877194045,0.003341106045313902
2019-04-11,0.025099999999999997,-0.008324194995513956,-0.00020812376426515566
2019-04-12,0.0256,-0.00040211108318666255,0.006591957811469928
2019-04-15,0.0255,0.0018102277869964656,-0.0005170096163787941
2019-04-16,0.026000000000000002,0.00010038648797872085,0.0006569418580590902
2019-04-17,0.0259,0.01947302383939764,-0.0024140979182928346
2019-04-18,0.025699999999999997,0.003593757692118338,0.001796386499464564
2019-04-22,0.0259,0.0032865692141665903,0.0010690023793924475
2019-04-23,0.025699999999999997,0.01442331198357194,0.008921805029279861
2019-04-24,0.0253,-0.0015423173317909988,-0.002321690737136839
2019-04-25,0.0254,-0.009075111025294458,-0.0002737757092501347
2019-04-26,0.025099999999999997,-0.00477396726422441,0.004381610926642354
2019-04-29,0.0254,0.001517376407244253,0.0012610340479191073
2019-04-30,0.025099999999999997,-0.0192561458384245,0.0003063516917423126
2019-05-01,0.0252,0.04908556336273495,-0.006975873685643341
2019-05-02,0.0255,-0.006507695230856925,-0.002364471249400313
2019-05-03,0.0254,0.012431269423858415,0.009789441143132072
2019-05-06,0.025099999999999997,-0.015442739079102763,-0.003911830736784916
2019-05-07,0.0245,-0.026957022256331453,-0.01632346412594332
2019-05-08,0.024900000000000002,0.00019718032140381148,-0.0011109182433605147
2019-05-09,0.0245,-0.010744208969935998,-0.003684009314287695
2019-05-10,0.024700000000000003,-0.017636508569151,0.004744130882198938
2019-05-13,0.024,-0.05811948473476014,-0.024440162483074568
2019-05-14,0.0242,0.015830282145164798,0.008503846215441424
2019-05-15,0.023700000000000002,0.01197922188063183,0.006246030065636177
2019-05-16,0.024,-0.004399748585794949,0.008872523233385943
2019-05-17,0.0239,-0.005681818181818232,-0.006048387096774244
2019-05-20,0.0241,-0.031269841269841225,-0.006924529621598952
2019-05-21,0.024300000000000002,0.019170899557594545,0.008874489364699478
2019-05-22,0.0239,-0.0204715969989282,-0.003001954761239878
2019-05-23,0.0231,-0.017069701280227667,-0.012008962957776093
2019-05-24,0.0232,-0.0038405877769119856,0.002693220879549152
2019-05-28,0.0226,-0.00413477119070238,-0.009330270365788929
2019-05-29,0.0225,-0.0047691185546765436,-0.007313331668509893
2019-05-30,0.0222,0.0051866050287519005,0.002587508085962975
2019-05-31,0.021400000000000002,-0.018115535614133593,-0.01293999569861648
2019-06-03,0.0207,-0.010110241617638516,-0.002759923012673804
2019-06-04,0.0212,0.03658395845354856,0.02141218455263827
2019-06-05,0.0212,0.016143397906924983,0.008485150985774847
2019-06-06,0.0212,0.014681713597019863,0.006752218333510029
2019-06-07,0.0209,0.026616996004751092,0.009832151134208988
2019-06-10,0.0215,0.012779384696292473,0.004696084567772374
2019-06-11,0.0215,0.011579603281753004,-7.095131874268468e-05
2019-06-12,0.0213,-0.0031825881628253505,-0.0021113841680800993
2019-06-13,0.021,-0.00020598383026926292,0.004439819632327424
2019-06-14,0.0209,-0.007262425959309815,-0.0012086470060085341
2019-06-17,0.0209,0.005966587112171684,0.0008297894409294848
2019-06-18,0.0206,0.023518489865387515,0.009845579852834296
2019-06-19,0.0203,-0.0029226505416980464,0.002360426929392423
2019-06-20,0.020099999999999996,0.008035578915449593,0.009794887546500153
2019-06-21,0.0207,-0.0034092048531033647,-0.006353927267811255
2019-06-24,0.0202,-0.0010061374383740773,-0.0011564625850338794
2019-06-25,0.02,-0.015157619095578667,-0.009807260096710624
2019-06-26,0.020499999999999997,0.021629084215370575,-0.0009285370383106395
2019-06-27,0.020099999999999996,-0.0003003003003002602,0.003476644521703154
2019-06-28,0.02,-0.00911184539901888,0.005419868276619333
2019-07-01,0.0203,0.018340743734842402,0.008461276015011787
2019-07-02,0.019799999999999998,0.0058546266435126615,0.002909533797956554
2019-07-03,0.0196,0.008286884032950192,0.007961138847659033
2019-07-05,0.0204,-0.000880583141725011,-0.0017737617135208383
2019-07-08,0.020499999999999997,-0.02061401361210391,-0.004727260535756117
2019-07-09,0.0207,0.006099390060993803,0.0012463787644008129
2019-07-10,0.0207,0.009888690121248267,0.004642869158564045
2019-07-11,0.0213,-0.0072823894110121135,0.002377683265798236
2019-07-12,0.0212,0.007682775712515522,0.004443405051449911
2019-07-15,0.0209,0.009394982784062922,0.0006319640778313929
2019-07-16,0.0213,-0.0034598703766873795,-0.003523467623986143
2019-07-17,0.0206,-0.005623471882640563,-0.006671559143371808
2019-07-18,0.0204,0.0113597246127366,0.0036604204446235578
2019-07-19,0.020499999999999997,-0.014927550325780414,-0.005386957540067683
2019-07-22,0.020499999999999997,0.022854040179673296,0.001850232120029549
2019-07-23,0.0208,0.007817778206736792,0.007286524965582242
2019-07-24,0.020499999999999997,-0.0008140203026241188,0.004733648909927224
2019-07-25,0.0208,-0.007907221929361996,-0.004744525547445089
2019-07-26,0.0208,0.003477924838179991,0.006633996733006464
2019-07-29,0.0206,0.009338596322326032,-0.0015564975493441713
2019-07-30,0.0206,-0.004292254864555534,-0.0023218017181332318
2019-07-31,0.0202,0.020404253280965623,-0.011270321486751667
2019-08-01,0.019,-0.021639128802102836,-0.008069939475453869
2019-08-02,0.018600000000000002,-0.02115818260327207,-0.008067796610169431
2019-08-05,0.0175,-0.052347809038329585,-0.029287130066297573
